['US20070231617A1', 9.089310357293353]
['US20070235064A9', 8.394806577403754]
['US20070237425A1', 9.803940790651216]
['US20070248249A1', 10.519610765742105]
['US20070251828A1', 9.322182016850007]
['US20070253162A1', 9.673270841169982]
['US20070257016A1', 9.47242342662488]
['US20070289612A1', 7.589242860074223]
['US20070298315A1', 8.955611284288828]
['US20070298316A1', 8.773601774176445]
['US20080008399A1', 10.679499157359627]
['US20080016626A1', 9.142171572404246]
['US20080038763A1', 7.435916006199959]
['US20080042618A1', 8.248344993231933]
['US20080067262A1', 12.003575014429778]
['US20080072373A1', 11.908987116978688]
['US20080076014A1', 9.96409995250849]
['US20080083440A1', 9.371017970312687]
['US20080089552A1', 9.8365458787133]
['US20080095402A1', 11.042950567196984]
['US20080096326A1', 10.427671696402765]
['US20080099051A1', 8.218007138272377]
['US20080099052A1', 7.422303693200721]
['US20080102351A1', 8.77507374088199]
['US20080114756A1', 12.393352182165598]
['US20080115080A1', 9.199350857628737]
['US20080159614A1', 8.03746720542129]
['US20080175491A1', 8.668819864177967]
['US20080193016A1', 8.506504518112267]
['US20080205759A1', 7.942985159206894]
['US20080216872A1', 11.249861569556064]
['US20080224661A1', 9.552117954881664]
['US20080226119A1', 6.677032474472357]
['US20080232651A1', 11.599500750442155]
['US20080240572A1', 8.941047131036909]
['US20080246759A1', 11.273603964696651]
['US20080250823A1', 8.37472287274423]
['US20080254344A1', 9.530124383648793]
['US20080273766A1', 9.477999802989112]
['US20080296789A1', 10.844786324107773]
['US20080316684A1', 8.008716522244217]
['US20090011972A1', 11.11775803471062]
['US20090014039A1', 10.04384166720398]
['US20090041297A1', 9.537269386972875]
['US20090051787A1', 10.497031546019223]
['US20090052788A1', 9.607354538581319]
['US20090059488A1', 8.052861916052628]
['US20090060294A1', 9.710881539962344]
['US20090067742A1', 8.84393115172604]
['US20090070415A1', 10.569886368598015]
['US20090074306A1', 9.214261151304536]
['US20090080711A1', 9.74134601916734]
['US20090094465A1', 7.32178536021338]
['US20090097221A1', 12.670016998514926]
['US20090112905A1', 10.630068491126954]
['US20090117241A1', 11.418116887219501]
['US20090119169A1', 10.19387765949804]
['US20090144887A1', 10.0461046490123]
['US20090148010A1', 9.420319372759701]
['US20090152348A1', 10.398608395887221]
['US20090163820A1', 10.38258152468665]
['US20090196486A1', 7.282572207441937]
['US20090201761A1', 10.995325663693281]
['US20090204606A1', 9.671000338898589]
['US20090213684A1', 7.546224248826268]
['US20090214937A1', 9.947130022995973]
['US20090236419A1', 10.436248401056492]
['US20090238465A1', 9.214096736931007]
['US20090239135A1', 8.242187430730553]
['US20090240685A1', 7.014341358092886]
['US20090241267A1', 9.544273156504444]
['US20090246609A1', 9.33807476664346]
['US20090252424A1', 9.909969656864774]
['US20090267562A1', 8.262202826885476]
['US20090268039A1', 7.698699202018643]
['US20090271260A1', 8.278274572397516]
['US20090279780A1', 9.078727486292395]
['US20090284645A1', 9.552932404679144]
['US20090289046A1', 10.982216246074994]
['US20090303668A1', 8.93521589845244]
['US20090319472A1', 10.351525175425287]
['US20100017290A1', 8.723797493127377]
['US20100037661A1', 8.746098539507466]
['US20100057575A1', 10.27396114166439]
['US20100063978A1', 8.17274922065779]
['US20100070078A1', 8.176430277010121]
['US20100092847A1', 7.81314495561287]
['US20100100835A1', 11.951399105406464]
['US20100119924A1', 9.540191978674583]
['US20100121794A1', 10.76908949051089]
['US20100124031A1', 7.265213786396488]
['US20100124040A1', 6.85614985521711]
['US20100124695A1', 9.318771874500431]
['US20100139711A1', 5.996695930427336]
['US20100153449A1', 9.296415048711578]
['US20100176221A1', 8.63026506324941]
['US20100177967A1', 7.327287160562869]
['US20100196744A1', 8.282033629003]
['US20100203368A1', 7.443263641249396]
['US20100205142A1', 9.99267099600928]
['US20100211397A1', 8.277091568100719]
['US20100236000A1', 7.753904458577018]
['US20100237163A1', 8.436135819141475]
['US20100241493A1', 14.339888684425874]
['US20100242184A1', 7.580722644078307]
['US20100246959A1', 7.809015213988292]
['US20100257129A1', 9.871028636299453]
['US20100259875A1', 6.619414088962964]
['US20100273038A1', 8.644334641619334]
['US20100284157A1', 7.811882532447652]
['US20100289450A1', 8.199882438481133]
['US20100290177A1', 9.053171190348506]
['US20100303338A1', 11.192675369642766]
['US20100308725A1', 10.891802942321918]
['US20100310138A1', 9.08566156883148]
['US20100310916A1', 8.34881190623115]
['US20100321871A1', 6.85614985521711]
['US20110020681A1', 9.470126673455427]
['US20110033739A1', 6.397172151828115]
['US20110044530A1', 7.856114749153169]
['US20110052069A1', 8.6167791160959]
['US20110056030A1', 8.95167784352069]
['US20110072048A1', 10.291456622801267]
['US20110101908A1', 8.634254036397971]
['US20110128712A1', 9.820934172881367]
['US20110135191A1', 7.316212018375187]
['US20110157783A1', 8.322512900852828]
['US20110159330A1', 5.946531184483848]
['US20110160641A1', 9.210651355580826]
['US20110176283A1', 11.417983525842406]
['US20110176734A1', 9.30798633504181]
['US20110179061A1', 9.833953149606076]
['US20110183183A1', 10.79986765353313]
['US20110188713A1', 10.26284810489909]
['US20110191965A1', 7.339246025809343]
['US20110197882A1', 10.522671735596171]
['US20110198415A1', 10.335882125599705]
['US20110220732A1', 9.237386296945383]
['US20110241627A1', 10.314524442688228]
['US20110244718A1', 10.76667315624242]
['US20110250483A1', 6.93525657204733]
['US20110256440A1', 8.965947403318232]
['US20110258195A1', 10.605932220625538]
['US20110266954A1', 11.018499460065689]
['US20110297010A1', 9.408904198398783]
['US20110300413A1', 9.808935237592465]
['US20110311114A1', 10.60589382873395]
['US20110315796A1', 11.584225193705166]
['US20110318622A1', 8.61426487014529]
['US20110320317A1', 7.881373535774072]
['US20110320437A1', 10.66166369880715]
['US20120011142A1', 9.580556670339798]
['US20120025771A1', 7.628254933561255]
['US20120027305A1', 7.920594215512212]
['US20120031274A1', 9.504562654896203]
['US20120033363A1', 6.78808296966021]
['US20120039043A1', 9.278280705332062]
['US20120042996A1', 11.407686037837976]
['US20120051628A1', 11.617803248197033]
['US20120058392A1', 10.398976696444686]
['US20120061375A1', 9.171948240096302]
['US20120067979A1', 9.290081284539518]
['US20120077291A1', 10.347365780997782]
['US20120078551A1', 8.274471391291183]
['US20120092827A1', 8.383979688567324]
['US20120097752A1', 11.105499791901119]
['US20120102033A1', 9.16722834441816]
['US20120106037A1', 6.85614985521711]
['US20120109943A1', 8.315744587043776]
['US20120114197A1', 7.251546739473318]
['US20120118023A1', 11.345360790950823]
['US20120121963A1', 7.938525214920575]
['US20120128749A1', 8.760377315490281]
['US20120130153A1', 7.328676182198787]
['US20120134467A1', 8.140490431642725]
['US20120150876A1', 10.146700136343123]
['US20120154579A1', 8.011220576812857]
['US20120155001A1', 9.521941140307446]
['US20120159620A1', 9.374144580024936]
['US20120162957A1', 8.879910638785287]
['US20120168526A1', 9.84706668525675]
['US20120177967A1', 9.228684977699752]
['US20120187902A1', 8.185504488242893]
['US20120214035A1', 9.441775280175115]
['US20120215628A1', 8.892494097800968]
['US20120230610A1', 7.327287160562869]
['US20120233649A1', 9.221220949982143]
['US20120240956A1', 10.043443655455091]
['US20120244408A1', 8.877449521054933]
['US20120250249A1', 7.074806000291526]
['US20120251011A1', 9.249973229581906]
['US20120253328A1', 7.736246493112453]
['US20120256947A1', 9.508857554082422]
['US20120262107A1', 10.463970764440669]
['US20120268880A1', 7.503479566511809]
['US20120282384A1', 9.681560235642888]
['US20120294520A1', 9.018608557200816]
['US20120294531A1', 8.257150518995552]
['US20120296897A1', 9.72788736525526]
['US20120307425A1', 8.457324067817122]
['US20120308123A1', 10.084021403923973]
['US20120312324A1', 9.822361231179721]
['US20120313897A1', 8.636393466533882]
['US20120314917A1', 9.500297753628697]
['US20120316660A1', 7.977759082377026]
['US20120323099A1', 9.446270999657798]
['US20120326963A1', 8.15071251759915]
['US20130007949A1', 9.715235835755031]
['US20130011016A1', 9.938814839702026]
['US20130016464A1', 8.364023237191873]
['US20130028517A1', 6.7297823796843605]
['US20130044944A1', 8.626938565700666]
['US3600731', 8.86295377450314]
['US3709433', 6.4073326882296575]
['US3734406', 12.919487417013883]
['US3840402', 10.732672956121473]
['US3977606', 13.123344795804424]
['US4056114', 10.634850193404123]
['US4141939', 6.58215660470477]
['US4157922', 10.411752289584042]
['US4228795', 9.034312569469485]
['US4261347', 7.916915805156066]
['US4392614', 12.6141047283124]
['US4402758', 9.484697447396247]
['US4629126', 11.580565264772936]
['US4657186', 11.567863145229678]
['US4687584', 10.509972500360494]
['US4889620', 6.747366767696678]
['US4893752', 9.168231771086258]
['US4974375', 10.571705922489393]
['US4980300', 6.772836662194705]
['US5014727', 8.56138748893291]
['US5017343', 11.880161517724083]
['US5040095', 11.114720120227194]
['US5058401', 12.028614605741998]
['US5111516', 11.250143572194228]
['US5132543', 13.08169799652091]
['US5132876', 9.317551802181399]
['US5155357', 10.262241183249087]
['US5155659', 12.27326200959253]
['US5161204', 12.477132748913249]
['US5170942', 9.368478571516565]
['US5174973', 12.791205648222371]
['US5212628', 10.556741218265087]
['US5223780', 9.872541562207354]
['US5239446', 8.708301292840481]
['US5253080', 9.521199472814484]
['US5293300', 8.30048242096139]
['US5295373', 7.3069743174932125]
['US5307649', 7.3069743174932125]
['US5309328', 9.884040625698326]
['US5327067', 11.630505627282682]
['US5334799', 10.895150674307143]
['US5352421', 13.636933609188922]
['US5427622', 10.600038514816484]
['US5432969', 10.10392339944063]
['US5446783', 10.337993615925567]
['US5455737', 10.521746737246099]
['US5469328', 7.117140592694995]
['US5469490', 10.8461763534196]
['US5488842', 11.677118758624616]
['US5511264', 11.560359422020811]
['US5517419', 13.061705996005932]
['US5533540', 10.600038514816486]
['US5552051', 10.596286824299115]
['US5553294', 6.441864320092621]
['US5561796', 8.94210863180164]
['US5568384', 11.865224656495576]
['US5572728', 9.618838342851774]
['US5579408', 9.31666901690355]
['US5583744', 9.943712265285129]
['US5583949', 8.867783569902782]
['US5590551', 12.162071187196759]
['US5598320', 12.984987239805955]
['US5608816', 11.236421961514612]
['US5627907', 9.741199333722852]
['US5633995', 9.394105724498045]
['US5652496', 10.523355993985172]
['US5661634', 12.435380507320941]
['US5668462', 9.398384813292894]
['US5670267', 7.772851786472496]
['US5679941', 9.334323867486615]
['US5697840', 7.998064226062219]
['US5714716', 10.921662614416242]
['US5724224', 8.223279957045422]
['US5734254', 8.861718429975387]
['US5742044', 9.981841340854034]
['US5745598', 12.36214721424268]
['US5751289', 10.84592045718457]
['US5754676', 10.7138164645799]
['US5764035', 11.35832307956386]
['US5765997', 10.306315220958513]
['US5788773', 9.86413533146724]
['US5789098', 8.138061508393147]
['US5796857', 7.884707521933487]
['US5814161', 11.221012806446558]
['US5820442', 9.741300997705082]
['US5826042', 8.474749469933178]
['US5845048', 10.908062354474476]
['US5851691', 11.408991953068375]
['US5864462', 9.620141260585669]
['US5864482', 10.27017160214404]
['US5882524', 8.58461498874348]
['US5901035', 8.415323694870578]
['US5911139', 11.862159041336655]
['US5929601', 12.354663118976633]
['US5961047', 11.399160423423135]
['US5973318', 9.581707448212459]
['US5987170', 10.732051922404631]
['US6002583', 8.300393362090633]
['US6003789', 12.311928945564933]
['US6007940', 5.930211893518036]
['US6035055', 9.709992954960324]
['US6047085', 10.437386412387308]
['US6051334', 8.073674868250233]
['US6064176', 6.886628472161096]
['US6072161', 10.444956920648032]
['US6076044', 11.087336876685182]
['US6077359', 11.40676989886579]
['US6078496', 9.943712265285129]
['US6094948', 9.314722886781599]
['US6128184', 9.579284706058349]
['US6134340', 11.423931939136223]
['US6170303', 10.608219881753614]
['US6200468', 13.078787124456325]
['US6211648', 7.979937628509846]
['US6241164', 8.850999413865775]
['US6261715', 9.406283745486785]
['US6272245', 11.618745461101502]
['US6274266', 8.021439430347645]
['US6276379', 8.624547596422858]
['US6285159', 11.969079637163023]
['US6304087', 9.793363678831524]
['US6304444', 9.943703655311282]
['US6327338', 10.906815607150913]
['US6327387', 8.308876662080147]
['US6333992', 10.548648754575396]
['US6341283', 9.867824427697212]
['US6345275', 9.522866646710158]
['US6352322', 10.85775983820713]
['US6356768', 9.293052050900055]
['US6373693', 10.062830931113355]
['US6381365', 8.283233330094609]
['US6387247', 13.344905376405341]
['US6395980', 11.677324467621247]
['US6400563', 12.729054084762456]
['US6400853', 10.042780176575482]
['US6424746', 8.12063982274062]
['US6427704', 9.852706877316534]
['US6445809', 11.50271907494118]
['US6452325', 8.400986692753616]
['US6459079', 9.866990169358294]
['US6466684', 10.138949845619978]
['US6496685', 9.626567246349573]
['US6521370', 9.717362389777973]
['US6532149', 8.245428384510763]
['US6535378', 9.943712265285129]
['US6549644', 9.827530761656822]
['US6574097', 9.39830600449842]
['US6611613', 12.697227632395075]
['US6618936', 9.22611319180261]
['US6621926', 10.924588198317403]
['US6643400', 9.36471516665755]
['US6661876', 11.456536656988352]
['US6669115', 11.581921284450981]
['US6683653', 12.170502429442488]
['US6703810', 12.378011164270005]
['US6704450', 8.318937160519823]
['US6778705', 8.064315880984843]
['US6785410', 10.506547273052037]
['US6806684', 8.464995763859923]
['US6816633', 9.195302436308983]
['US6824917', 9.543000237186645]
['US6833683', 9.284806546191438]
['US6868701', 12.830698343942684]
['US6929878', 10.290007090118198]
['US7006714', 9.775516935782052]
['US7027633', 9.587563467772886]
['US7045372', 11.392517496484949]
['US7058223', 12.682198556356765]
['US7062083', 10.635546995248358]
['US7104268', 7.741930005878816]
['US7117192', 9.540926848790019]
['US7120626', 8.526228092879261]
['US7131597', 12.895517366484057]
['US7136291', 8.97269234796745]
['US7136526', 8.103142942695007]
['US7155033', 8.041551304664237]
['US7158657', 6.487427855146482]
['US7162058', 8.825606683534176]
['US7180754', 9.89937239428513]
['US7183748', 10.032282144698419]
['US7200005', 11.065034023381417]
['US7206439', 9.51210257298176]
['US7220963', 10.191826987720397]
['US7227973', 11.22049443897299]
['US7236652', 9.818616355377545]
['US7239718', 11.115527282577597]
['US7248782', 10.110271232570158]
['US7277272', 6.607631936935554]
['US7288337', 7.6113505364606]
['US7303156', 6.874656268278137]
['US7308119', 7.264219335666642]
['US7311460', 9.010135005184807]
['US7333325', 7.1778208504783345]
['US7350961', 11.368480322644498]
['US7351329', 9.16513004294039]
['US7351330', 7.509614929278071]
['US7351335', 10.438113337948826]
['US7351336', 8.742148954191387]
['US7351339', 8.346264544720865]
['US7351342', 10.769743164627656]
['US7351343', 9.90403952196767]
['US7351344', 10.192341882591313]
['US7351355', 9.265993523557627]
['US7351387', 8.574922360640517]
['US7352152', 8.665681387077278]
['US7354512', 8.768966614205311]
['US7354516', 8.236683102463795]
['US7354733', 11.435455026745702]
['US7357859', 6.125314267476489]
['US7357863', 6.1538441715505545]
['US7357870', 10.57486880882871]
['US7357871', 10.555854222831332]
['US7358486', 8.286622174923613]
['US7359901', 11.544804573676178]
['US7361263', 9.002960979928986]
['US7361268', 6.6440610662666035]
['US7361273', 9.172982053758442]
['US7361275', 8.565519812478012]
['US7361276', 10.916724657111113]
['US7361277', 4.365369795550727]
['US7364564', 10.726729761283986]
['US7364609', 8.440875070841358]
['US7364658', 9.299623411388005]
['US7364921', 9.726228414673113]
['US7368057', 7.865305309203324]
['US7368542', 7.779827452630205]
['US7368570', 9.04351684409194]
['US7370533', 10.87204171294931]
['US7371324', 10.698857400271661]
['US7371328', 8.528158534705335]
['US7371567', 11.244009853788642]
['US7374655', 8.335919770783777]
['US7374656', 10.478409312182968]
['US7374673', 11.336811593213207]
['US7374681', 7.6719040727267585]
['US7374682', 10.510327057181255]
['US7374685', 8.89071307762243]
['US7374686', 6.07496558008591]
['US7374687', 10.665778591597945]
['US7374688', 4.665910007540831]
['US7374693', 9.223774731122862]
['US7374724', 11.596127299044275]
['US7375967', 7.187042361556075]
['US7377959', 10.02112555687763]
['US7378019', 9.40821884868288]
['US7378021', 9.372439640683757]
['US7378022', 9.786501665354105]
['US7378023', 7.323791227768149]
['US7381310', 10.389352525735145]
['US7381326', 8.017633005021766]
['US7381328', 9.619454530989046]
['US7384545', 7.990609942864986]
['US7384549', 7.247593213086893]
['US7384553', 9.394107555366945]
['US7384554', 6.012189570001131]
['US7384555', 10.385764566682111]
['US7384558', 6.964022969410881]
['US7384560', 7.382360950583006]
['US7384564', 10.904276148007947]
['US7384565', 7.037631452907212]
['US7384614', 9.001687933104122]
['US7385336', 8.138061508393147]
['US7387723', 8.505156838689643]
['US7387732', 9.660850598509308]
['US7387733', 11.01539251717444]
['US7387734', 6.6111683785720325]
['US7387736', 8.341520687203927]
['US7389639', 7.538587667812743]
['US7390343', 9.447391647077225]
['US7390400', 9.415777514113762]
['US7390404', 8.224048599060518]
['US7390410', 7.63127760059434]
['US7390418', 10.496896285134257]
['US7390420', 9.941178863358843]
['US7390653', 8.463116433775665]
['US7390673', 7.544025211851586]
['US7391333', 8.953927513066592]
['US7392233', 10.41720551395852]
['US7392814', 8.394806577403754]
['US7393452', 10.377750510444832]
['US7393453', 6.60799690080575]
['US7393969', 5.556488661984474]
['US7396441', 9.003015751073752]
['US7396452', 10.11020975504548]
['US7396453', 8.55673666768077]
['US7396456', 11.291542290142846]
['US7396457', 8.383828901030183]
['US7396461', 8.042717252499536]
['US7396467', 8.860589135267622]
['US7396468', 7.052918558292776]
['US7396470', 6.559208198404169]
['US7396688', 9.143236551615365]
['US7402241', 7.397405254754805]
['US7402245', 9.879919388534375]
['US7402246', 9.307991520867137]
['US7402247', 11.568186492734208]
['US7402248', 9.120504620281746]
['US7404892', 9.897157959374818]
['US7404894', 8.601596425674161]
['US7404897', 9.672450377333957]
['US7404899', 11.128083201858843]
['US7404902', 9.092818326334802]
['US7404905', 10.063025802332293]
['US7404906', 4.9021057259576235]
['US7404907', 9.202919227901255]
['US7407577', 12.105574259659528]
['US7407579', 8.14425353022607]
['US7407580', 11.261714292438983]
['US7407581', 8.601241291720408]
['US7407582', 10.171199949203164]
['US7407583', 8.733925593881084]
['US7407584', 8.587728994655778]
['US7407587', 6.314961980188224]
['US7407590', 8.524224298164654]
['US7409317', 10.151056945111817]
['US7410065', 9.409848260098777]
['US7410525', 10.957556557292975]
['US7410573', 10.264551728138056]
['US7410581', 13.860103087128527]
['US7410583', 10.470687285169666]
['US7410584', 10.084738126383396]
['US7410586', 5.812036910583976]
['US7410588', 9.722459466549266]
['US7410605', 11.410322899452208]
['US7413650', 7.50921391056192]
['US7413654', 8.348167609452682]
['US7413655', 7.613864806953602]
['US7413656', 12.45143796024859]
['US7413658', 7.857672117449606]
['US7413662', 8.156642304261558]
['US7413663', 10.333925126225152]
['US7413890', 9.869006917410156]
['US7416666', 6.528069022798576]
['US7416668', 8.644193223948953]
['US7416669', 7.099448826010735]
['US7416884', 7.450538450362694]
['US7419593', 10.389121370386674]
['US7419594', 10.076143989737945]
['US7419601', 8.794588603446286]
['US7419603', 10.76151511990176]
['US7419606', 5.416452852084019]
['US7419607', 11.124140724772266]
['US7419742', 10.246416230622348]
['US7421097', 10.675449552798446]
['US7422121', 7.334856075058136]
['US7422687', 11.063738341716716]
['US7422688', 9.347033028555142]
['US7422689', 11.73115326529448]
['US7422692', 11.34550249069567]
['US7422694', 8.991235353971815]
['US7425261', 9.24550643230101]
['US7425262', 13.08711229818541]
['US7425263', 6.2081746429155285]
['US7425267', 7.718903063002351]
['US7425268', 9.272200508259424]
['US7425269', 8.367391195108642]
['US7425271', 10.039087084918433]
['US7425304', 8.120132310409446]
['US7425700', 6.42502249228664]
['US7427354', 11.877669561602545]
['US7427356', 9.215523466600724]
['US7427357', 10.727175490675002]
['US7428926', 10.344285390313646]
['US7429320', 10.068375859087528]
['US7429321', 7.609711201666698]
['US7429326', 8.529482279532905]
['US7429328', 10.751150781562776]
['US7429329', 6.706186993474084]
['US7429330', 8.038223024337052]
['US7431832', 9.486760114397951]
['US7431834', 10.322691758179198]
['US7431839', 7.604378714255557]
['US7431841', 7.096950743638495]
['US7431842', 9.133011034493487]
['US7431847', 9.80003086148837]
['US7431848', 8.825666006580743]
['US7435317', 9.230294085803134]
['US7435340', 10.544084581908745]
['US7435349', 9.043180143460223]
['US7438129', 11.030287992359323]
['US7438799', 7.3490681006537635]
['US7438801', 8.60387945440355]
['US7438805', 9.567973003938404]
['US7438813', 7.75478969585051]
['US7438814', 11.579097465313097]
['US7438815', 9.366209544355877]
['US7438816', 9.534745680625784]
['US7438817', 8.310510969291954]
['US7438820', 10.60819350002053]
['US7439054', 8.995537088475233]
['US7441665', 10.25557453634962]
['US7442178', 6.794920351109191]
['US7442293', 7.578211181124253]
['US7442295', 8.48509607361693]
['US7442298', 11.001041571790442]
['US7442301', 10.096506669906807]
['US7442304', 6.814126608436374]
['US7442305', 7.410113030366139]
['US7442306', 6.700944096193647]
['US7442307', 10.76066805089636]
['US7442310', 9.533039065207255]
['US7442311', 8.24525287270955]
['US7442312', 8.614515318111371]
['US7442313', 8.961776046420082]
['US7442315', 7.19962087636963]
['US7442359', 7.074936184797378]
['US7445708', 10.040186601275227]
['US7445713', 7.369499416794126]
['US7445714', 9.55673377337085]
['US7445715', 7.928111074678519]
['US7445801', 8.166974341015834]
['US7445927', 8.995537088475233]
['US7449108', 8.583194095767809]
['US7449113', 5.591809377737409]
['US7449114', 9.730838836433389]
['US7449116', 7.102649011448751]
['US7449117', 9.593219347366341]
['US7449119', 5.922671453732028]
['US7449120', 6.655018161457714]
['US7452465', 9.208593574648747]
['US7452466', 8.257994282384724]
['US7452467', 12.161136914081084]
